id,bucket,expected_class,file,old_line,kind,retired_by,retired_reason,retired_at_notes
UMB-0575,B-31,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/builtin.rs,529,String.byteLength arity mismatch,P7-B3.1,scalar method contract verifier,typecheck verifies String byteLength receiver arity and return contract before LLVM codegen
UMB-0576,B-31,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/builtin.rs,545,String.byteLength load type,P7-B3.1,scalar method contract verifier,String byteLength lowering produces Int values after verified scalar method contract
UMB-0577,B-31,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/builtin.rs,561,String.getByte arity mismatch,P7-B3.1,scalar method contract verifier,typecheck verifies String getByte arity before LLVM codegen
UMB-0578,B-31,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/builtin.rs,567,String.getByte named arg,P7-B3.1,scalar method contract verifier,typecheck verifies String getByte positional index contract before LLVM codegen
UMB-0579,B-31,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/builtin.rs,579,String.getByte index value,P7-B3.1,scalar method contract verifier,typecheck verifies String getByte index type and codegen materializes Int values
UMB-0580,B-31,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/builtin.rs,584,String.getByte index type,P7-B3.1,scalar method contract verifier,typecheck verifies String getByte index Int contract before LLVM codegen
UMB-0584,B-31,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/builtin.rs,761,Char.hash receiver value,P7-B3.1,scalar method contract verifier,typecheck verifies Char hash receiver and codegen materializes Int-compatible values
UMB-0585,B-31,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/builtin.rs,767,Char.hash receiver type,P7-B3.1,scalar method contract verifier,typecheck verifies Char hash receiver Int-compatible codegen type
UMB-0586,B-31,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/builtin.rs,797,Int.hash receiver value,P7-B3.1,scalar method contract verifier,typecheck verifies Int hash receiver and codegen materializes Int values
UMB-0587,B-31,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/builtin.rs,803,Int.hash receiver type,P7-B3.1,scalar method contract verifier,typecheck verifies Int hash receiver codegen type
UMB-0591,B-31,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/builtin.rs,894,Float.toInt return value,P7-B3.1,scalar method contract verifier,Float toInt runtime bridge return shape is verified as internal invariant
UMB-0592,B-31,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/builtin.rs,899,Float.toInt return type,P7-B3.1,scalar method contract verifier,Float toInt runtime bridge returns Int values before host-width coercion
UMB-0243,B-28,InternalBugSentinel,crates/scoopc/src/llvm/codegen/effect_lowered/value.rs,1857,thread.sleepMillis value,P7-B3.2,thread intrinsic contract verifier,typecheck and sysroot thread contracts verify sleepMillis value materialization before LLVM codegen
UMB-0244,B-28,InternalBugSentinel,crates/scoopc/src/llvm/codegen/effect_lowered/value.rs,1888,thread.currentId return value,P7-B3.2,thread intrinsic contract verifier,thread currentId runtime return value is treated as a verified internal invariant
UMB-0245,B-28,InternalBugSentinel,crates/scoopc/src/llvm/codegen/effect_lowered/value.rs,1894,thread.currentId return type,P7-B3.2,thread intrinsic contract verifier,thread currentId runtime return type is verified before host Int coercion
UMB-0246,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/effect_lowered/value.rs,2037,sync.Once.isDone return value,P7-B3.2,sync intrinsic contract verifier,sync Once.isDone runtime return value is treated as a verified internal invariant
UMB-0247,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/effect_lowered/value.rs,2043,sync.Once.isDone return type,P7-B3.2,sync intrinsic contract verifier,sync Once.isDone runtime return type is verified before Bool codegen
UMB-0248,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/effect_lowered/value.rs,2117,sync.destroy receiver source type,P7-B3.2,sync intrinsic contract verifier,sync destroy receiver source type is published before effect-lowered LLVM codegen
UMB-0249,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/effect_lowered/value.rs,2124,sync.destroy receiver nominal type,P7-B3.2,sync intrinsic contract verifier,sync destroy receiver must be a nominal sync ref before effect-lowered LLVM codegen
UMB-0250,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/effect_lowered/value.rs,2134,sync.destroy receiver nominal,P7-B3.2,sync intrinsic contract verifier,sync destroy receiver nominal dispatch is verified before LLVM codegen
UMB-0656,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/sync.rs,13,sync.mutexCreate arity mismatch,P7-B3.2,sync intrinsic contract verifier,typecheck verifies mutexCreate arity before LLVM codegen
UMB-0657,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/sync.rs,24,sync.mutexCreate return value,P7-B3.2,sync intrinsic contract verifier,mutexCreate runtime return value is treated as a verified internal invariant
UMB-0658,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/sync.rs,29,sync.mutexCreate return type,P7-B3.2,sync intrinsic contract verifier,mutexCreate runtime return type is verified as a ref value
UMB-0659,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/sync.rs,48,sync.Mutex.lock arity mismatch,P7-B3.2,sync intrinsic contract verifier,typecheck verifies Mutex.lock arity before LLVM codegen
UMB-0660,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/sync.rs,55,sync.Mutex.lock named arg (receiver),P7-B3.2,sync intrinsic contract verifier,typecheck verifies Mutex.lock receiver argument binding before LLVM codegen
UMB-0661,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/sync.rs,64,sync.Mutex.lock receiver value,P7-B3.2,sync intrinsic contract verifier,Mutex.lock receiver value is materialized as a ref before LLVM codegen
UMB-0662,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/sync.rs,70,sync.Mutex.lock receiver type,P7-B3.2,sync intrinsic contract verifier,Mutex.lock receiver type is verified as a ref before LLVM codegen
UMB-0663,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/sync.rs,90,sync.Mutex.unlock arity mismatch,P7-B3.2,sync intrinsic contract verifier,typecheck verifies Mutex.unlock arity before LLVM codegen
UMB-0664,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/sync.rs,97,sync.Mutex.unlock named arg (receiver),P7-B3.2,sync intrinsic contract verifier,typecheck verifies Mutex.unlock receiver argument binding before LLVM codegen
UMB-0665,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/sync.rs,106,sync.Mutex.unlock receiver value,P7-B3.2,sync intrinsic contract verifier,Mutex.unlock receiver value is materialized as a ref before LLVM codegen
UMB-0666,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/sync.rs,112,sync.Mutex.unlock receiver type,P7-B3.2,sync intrinsic contract verifier,Mutex.unlock receiver type is verified as a ref before LLVM codegen
UMB-0667,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/sync.rs,132,sync.condVarCreate arity mismatch,P7-B3.2,sync intrinsic contract verifier,typecheck verifies condVarCreate arity before LLVM codegen
UMB-0668,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/sync.rs,143,sync.condVarCreate return value,P7-B3.2,sync intrinsic contract verifier,condVarCreate runtime return value is treated as a verified internal invariant
UMB-0669,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/sync.rs,148,sync.condVarCreate return type,P7-B3.2,sync intrinsic contract verifier,condVarCreate runtime return type is verified as a ref value
UMB-0670,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/sync.rs,167,sync.CondVar.wait arity mismatch,P7-B3.2,sync intrinsic contract verifier,typecheck verifies CondVar.wait arity before LLVM codegen
UMB-0671,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/sync.rs,174,sync.CondVar.wait named arg (receiver),P7-B3.2,sync intrinsic contract verifier,typecheck verifies CondVar.wait receiver argument binding before LLVM codegen
UMB-0672,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/sync.rs,180,sync.CondVar.wait named arg (mutex),P7-B3.2,sync intrinsic contract verifier,typecheck verifies CondVar.wait mutex argument binding before LLVM codegen
UMB-0673,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/sync.rs,189,sync.CondVar.wait receiver value,P7-B3.2,sync intrinsic contract verifier,CondVar.wait receiver value is materialized as a ref before LLVM codegen
UMB-0674,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/sync.rs,195,sync.CondVar.wait receiver type,P7-B3.2,sync intrinsic contract verifier,CondVar.wait receiver type is verified as a ref before LLVM codegen
UMB-0675,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/sync.rs,204,sync.CondVar.wait mutex value,P7-B3.2,sync intrinsic contract verifier,CondVar.wait mutex value is materialized as a ref before LLVM codegen
UMB-0676,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/sync.rs,210,sync.CondVar.wait mutex type,P7-B3.2,sync intrinsic contract verifier,CondVar.wait mutex type is verified as a ref before LLVM codegen
UMB-0677,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/sync.rs,230,sync.CondVar.notifyOne arity mismatch,P7-B3.2,sync intrinsic contract verifier,typecheck verifies CondVar.notifyOne arity before LLVM codegen
UMB-0678,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/sync.rs,237,sync.CondVar.notifyOne named arg (receiver),P7-B3.2,sync intrinsic contract verifier,typecheck verifies CondVar.notifyOne receiver argument binding before LLVM codegen
UMB-0679,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/sync.rs,246,sync.CondVar.notifyOne receiver value,P7-B3.2,sync intrinsic contract verifier,CondVar.notifyOne receiver value is materialized as a ref before LLVM codegen
UMB-0680,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/sync.rs,252,sync.CondVar.notifyOne receiver type,P7-B3.2,sync intrinsic contract verifier,CondVar.notifyOne receiver type is verified as a ref before LLVM codegen
UMB-0681,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/sync.rs,272,sync.CondVar.notifyAll arity mismatch,P7-B3.2,sync intrinsic contract verifier,typecheck verifies CondVar.notifyAll arity before LLVM codegen
UMB-0682,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/sync.rs,279,sync.CondVar.notifyAll named arg (receiver),P7-B3.2,sync intrinsic contract verifier,typecheck verifies CondVar.notifyAll receiver argument binding before LLVM codegen
UMB-0683,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/sync.rs,288,sync.CondVar.notifyAll receiver value,P7-B3.2,sync intrinsic contract verifier,CondVar.notifyAll receiver value is materialized as a ref before LLVM codegen
UMB-0684,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/sync.rs,294,sync.CondVar.notifyAll receiver type,P7-B3.2,sync intrinsic contract verifier,CondVar.notifyAll receiver type is verified as a ref before LLVM codegen
UMB-0685,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/sync.rs,314,sync.onceCreate arity mismatch,P7-B3.2,sync intrinsic contract verifier,typecheck verifies onceCreate arity before LLVM codegen
UMB-0686,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/sync.rs,325,sync.onceCreate return value,P7-B3.2,sync intrinsic contract verifier,onceCreate runtime return value is treated as a verified internal invariant
UMB-0687,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/sync.rs,330,sync.onceCreate return type,P7-B3.2,sync intrinsic contract verifier,onceCreate runtime return type is verified as a ref value
UMB-0688,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/sync.rs,349,sync.Once.isDone arity mismatch,P7-B3.2,sync intrinsic contract verifier,typecheck verifies Once.isDone arity before LLVM codegen
UMB-0689,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/sync.rs,356,sync.Once.isDone named arg (receiver),P7-B3.2,sync intrinsic contract verifier,typecheck verifies Once.isDone receiver argument binding before LLVM codegen
UMB-0690,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/sync.rs,365,sync.Once.isDone receiver value,P7-B3.2,sync intrinsic contract verifier,Once.isDone receiver value is materialized as a ref before LLVM codegen
UMB-0691,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/sync.rs,371,sync.Once.isDone receiver type,P7-B3.2,sync intrinsic contract verifier,Once.isDone receiver type is verified as a ref before LLVM codegen
UMB-0692,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/sync.rs,384,sync.Once.isDone return value,P7-B3.2,sync intrinsic contract verifier,Once.isDone runtime return value is treated as a verified internal invariant
UMB-0693,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/sync.rs,389,sync.Once.isDone return type,P7-B3.2,sync intrinsic contract verifier,Once.isDone runtime return type is verified as Bool before LLVM codegen
UMB-0694,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/sync.rs,406,sync.Once.run arity mismatch,P7-B3.2,sync intrinsic contract verifier,typecheck verifies Once.run arity before LLVM codegen
UMB-0695,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/sync.rs,413,sync.Once.run named arg (receiver),P7-B3.2,sync intrinsic contract verifier,typecheck verifies Once.run receiver argument binding before LLVM codegen
UMB-0696,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/sync.rs,419,sync.Once.run named arg (block),P7-B3.2,sync intrinsic contract verifier,typecheck verifies Once.run block argument binding before LLVM codegen
UMB-0697,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/sync.rs,428,sync.Once.run receiver value,P7-B3.2,sync intrinsic contract verifier,Once.run receiver value is materialized as a ref before LLVM codegen
UMB-0698,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/sync.rs,434,sync.Once.run receiver type,P7-B3.2,sync intrinsic contract verifier,Once.run receiver type is verified as a ref before LLVM codegen
UMB-0699,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/sync.rs,451,sync.Once.run block fun type,P7-B3.2,sync intrinsic contract verifier,typecheck verifies Once.run block callable shape before LLVM codegen
UMB-0700,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/sync.rs,462,sync.Once.run block value,P7-B3.2,sync intrinsic contract verifier,Once.run block value is materialized as a ref before LLVM codegen
UMB-0701,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/sync.rs,468,sync.Once.run block type,P7-B3.2,sync intrinsic contract verifier,Once.run block type is verified as a ref before LLVM codegen
UMB-0702,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/sync.rs,530,sync.destroy arity mismatch,P7-B3.2,sync intrinsic contract verifier,typecheck verifies sync destroy arity before LLVM codegen
UMB-0703,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/sync.rs,537,sync.destroy named arg (receiver),P7-B3.2,sync intrinsic contract verifier,typecheck verifies sync destroy receiver argument binding before LLVM codegen
UMB-0704,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/sync.rs,548,sync.destroy receiver hir type,P7-B3.2,sync intrinsic contract verifier,sync destroy receiver concrete type is available before LLVM codegen
UMB-0705,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/sync.rs,555,sync.destroy receiver type kind,P7-B3.2,sync intrinsic contract verifier,sync destroy receiver must be a nominal sync ref before LLVM codegen
UMB-0706,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/sync.rs,564,sync.destroy receiver value,P7-B3.2,sync intrinsic contract verifier,sync destroy receiver value is materialized as a ref before LLVM codegen
UMB-0707,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/sync.rs,570,sync.destroy receiver type,P7-B3.2,sync intrinsic contract verifier,sync destroy receiver type is verified as a ref before LLVM codegen
UMB-0708,B-27,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/sync.rs,580,sync.destroy receiver nominal,P7-B3.2,sync intrinsic contract verifier,sync destroy receiver nominal dispatch is verified before LLVM codegen
UMB-0725,B-28,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/thread.rs,13,thread.threadSpawn arity mismatch,P7-B3.2,thread intrinsic contract verifier,typecheck verifies threadSpawn arity before LLVM codegen
UMB-0726,B-28,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/thread.rs,20,thread.threadSpawn named arg (block),P7-B3.2,thread intrinsic contract verifier,typecheck verifies threadSpawn block argument binding before LLVM codegen
UMB-0727,B-28,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/thread.rs,33,thread.threadSpawn block fun type,P7-B3.2,thread intrinsic contract verifier,typecheck verifies threadSpawn block callable shape before LLVM codegen
UMB-0728,B-28,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/thread.rs,44,thread.threadSpawn block value,P7-B3.2,thread intrinsic contract verifier,threadSpawn block value is materialized as a ref before LLVM codegen
UMB-0729,B-28,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/thread.rs,50,thread.threadSpawn block type,P7-B3.2,thread intrinsic contract verifier,threadSpawn block type is verified as a ref before LLVM codegen
UMB-0730,B-28,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/thread.rs,95,thread.threadSpawn return value,P7-B3.2,thread intrinsic contract verifier,threadSpawn runtime return value is treated as a verified internal invariant
UMB-0731,B-28,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/thread.rs,100,thread.threadSpawn return type,P7-B3.2,thread intrinsic contract verifier,threadSpawn runtime return type is verified as a ref value
UMB-0732,B-28,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/thread.rs,119,thread.Thread.join arity mismatch,P7-B3.2,thread intrinsic contract verifier,typecheck verifies Thread.join arity before LLVM codegen
UMB-0733,B-28,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/thread.rs,126,thread.Thread.join named arg (receiver),P7-B3.2,thread intrinsic contract verifier,typecheck verifies Thread.join receiver argument binding before LLVM codegen
UMB-0734,B-28,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/thread.rs,135,thread.Thread.join receiver value,P7-B3.2,thread intrinsic contract verifier,Thread.join receiver value is materialized as a ref before LLVM codegen
UMB-0735,B-28,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/thread.rs,141,thread.Thread.join receiver type,P7-B3.2,thread intrinsic contract verifier,Thread.join receiver type is verified as a ref before LLVM codegen
UMB-0736,B-28,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/thread.rs,160,thread.sleepMillis arity mismatch,P7-B3.2,thread intrinsic contract verifier,typecheck verifies sleepMillis arity before LLVM codegen
UMB-0737,B-28,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/thread.rs,167,thread.sleepMillis named arg,P7-B3.2,thread intrinsic contract verifier,typecheck verifies sleepMillis argument binding before LLVM codegen
UMB-0738,B-28,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/thread.rs,179,thread.sleepMillis ms value,P7-B3.2,thread intrinsic contract verifier,typecheck verifies sleepMillis ms Int value before LLVM codegen
UMB-0740,B-28,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/thread.rs,225,thread.currentId arity mismatch,P7-B3.2,thread intrinsic contract verifier,typecheck verifies currentId arity before LLVM codegen
UMB-0741,B-28,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/thread.rs,236,thread.currentId return value,P7-B3.2,thread intrinsic contract verifier,currentId runtime return value is treated as a verified internal invariant
UMB-0742,B-28,InternalBugSentinel,crates/scoopc/src/llvm/codegen/intrinsics/thread.rs,241,thread.currentId return type,P7-B3.2,thread intrinsic contract verifier,currentId runtime return type is verified before host Int coercion
UMB-0255,B-26,InternalBugSentinel,crates/scoopc/src/llvm/codegen/effect_lowered/value.rs,2227,atomicIntLoad arg contract,P7-B3.3,atomic intrinsic contract verifier,atomic intrinsic arity target mutability width ordering and return contracts are verified before LLVM lowering
UMB-0256,B-26,InternalBugSentinel,crates/scoopc/src/llvm/codegen/effect_lowered/value.rs,2235,atomicIntLoad target width,P7-B3.3,atomic intrinsic contract verifier,atomic intrinsic arity target mutability width ordering and return contracts are verified before LLVM lowering
UMB-0257,B-26,InternalBugSentinel,crates/scoopc/src/llvm/codegen/effect_lowered/value.rs,2248,atomicIntLoad load instruction,P7-B3.3,atomic intrinsic contract verifier,atomic intrinsic arity target mutability width ordering and return contracts are verified before LLVM lowering
UMB-0258,B-26,InternalBugSentinel,crates/scoopc/src/llvm/codegen/effect_lowered/value.rs,2253,atomicIntLoad set ordering,P7-B3.3,atomic intrinsic contract verifier,atomic intrinsic arity target mutability width ordering and return contracts are verified before LLVM lowering
UMB-0259,B-26,InternalBugSentinel,crates/scoopc/src/llvm/codegen/effect_lowered/value.rs,2258,atomicIntLoad return type,P7-B3.3,atomic intrinsic contract verifier,atomic intrinsic arity target mutability width ordering and return contracts are verified before LLVM lowering
UMB-0260,B-26,InternalBugSentinel,crates/scoopc/src/llvm/codegen/effect_lowered/value.rs,2267,atomicIntStore arg contract,P7-B3.3,atomic intrinsic contract verifier,atomic intrinsic arity target mutability width ordering and return contracts are verified before LLVM lowering
UMB-0261,B-26,InternalBugSentinel,crates/scoopc/src/llvm/codegen/effect_lowered/value.rs,2275,atomicIntStore target width,P7-B3.3,atomic intrinsic contract verifier,atomic intrinsic arity target mutability width ordering and return contracts are verified before LLVM lowering
UMB-0262,B-26,InternalBugSentinel,crates/scoopc/src/llvm/codegen/effect_lowered/value.rs,2289,atomicIntStore value,P7-B3.3,atomic intrinsic contract verifier,atomic intrinsic arity target mutability width ordering and return contracts are verified before LLVM lowering
UMB-0263,B-26,InternalBugSentinel,crates/scoopc/src/llvm/codegen/effect_lowered/value.rs,2296,atomicIntStore set ordering,P7-B3.3,atomic intrinsic contract verifier,atomic intrinsic arity target mutability width ordering and return contracts are verified before LLVM lowering
UMB-0264,B-26,InternalBugSentinel,crates/scoopc/src/llvm/codegen/effect_lowered/value.rs,2304,atomicIntCompareExchange arg contract,P7-B3.3,atomic intrinsic contract verifier,atomic intrinsic arity target mutability width ordering and return contracts are verified before LLVM lowering
UMB-0265,B-26,InternalBugSentinel,crates/scoopc/src/llvm/codegen/effect_lowered/value.rs,2312,atomicIntCompareExchange target width,P7-B3.3,atomic intrinsic contract verifier,atomic intrinsic arity target mutability width ordering and return contracts are verified before LLVM lowering
UMB-0266,B-26,InternalBugSentinel,crates/scoopc/src/llvm/codegen/effect_lowered/value.rs,2332,atomicIntCompareExchange success type,P7-B3.3,atomic intrinsic contract verifier,atomic intrinsic arity target mutability width ordering and return contracts are verified before LLVM lowering
UMB-0267,B-26,InternalBugSentinel,crates/scoopc/src/llvm/codegen/effect_lowered/value.rs,2352,atomicRefLoad arg contract,P7-B3.3,atomic intrinsic contract verifier,atomic intrinsic arity target mutability width ordering and return contracts are verified before LLVM lowering
UMB-0268,B-26,InternalBugSentinel,crates/scoopc/src/llvm/codegen/effect_lowered/value.rs,2367,atomicRefLoad load instruction,P7-B3.3,atomic intrinsic contract verifier,atomic intrinsic arity target mutability width ordering and return contracts are verified before LLVM lowering
UMB-0269,B-26,InternalBugSentinel,crates/scoopc/src/llvm/codegen/effect_lowered/value.rs,2372,atomicRefLoad set ordering,P7-B3.3,atomic intrinsic contract verifier,atomic intrinsic arity target mutability width ordering and return contracts are verified before LLVM lowering
UMB-0270,B-26,InternalBugSentinel,crates/scoopc/src/llvm/codegen/effect_lowered/value.rs,2383,atomicRefStore arg contract,P7-B3.3,atomic intrinsic contract verifier,atomic intrinsic arity target mutability width ordering and return contracts are verified before LLVM lowering
UMB-0271,B-26,InternalBugSentinel,crates/scoopc/src/llvm/codegen/effect_lowered/value.rs,2393,atomicRefStore set ordering,P7-B3.3,atomic intrinsic contract verifier,atomic intrinsic arity target mutability width ordering and return contracts are verified before LLVM lowering
UMB-0272,B-26,InternalBugSentinel,crates/scoopc/src/llvm/codegen/effect_lowered/value.rs,2403,atomicRefCompareExchange arg contract,P7-B3.3,atomic intrinsic contract verifier,atomic intrinsic arity target mutability width ordering and return contracts are verified before LLVM lowering
UMB-0273,B-26,InternalBugSentinel,crates/scoopc/src/llvm/codegen/effect_lowered/value.rs,2424,atomicRefCompareExchange success type,P7-B3.3,atomic intrinsic contract verifier,atomic intrinsic arity target mutability width ordering and return contracts are verified before LLVM lowering
UMB-0287,B-26,InternalBugSentinel,crates/scoopc/src/llvm/codegen/effect_lowered/value.rs,2661,atomicInt operand,P7-B3.3,atomic intrinsic contract verifier,atomic intrinsic arity target mutability width ordering and return contracts are verified before LLVM lowering
UMB-0288,B-26,InternalBugSentinel,crates/scoopc/src/llvm/codegen/effect_lowered/value.rs,2681,atomicInt target operand,P7-B3.3,atomic intrinsic contract verifier,atomic intrinsic arity target mutability width ordering and return contracts are verified before LLVM lowering
UMB-0289,B-26,InternalBugSentinel,crates/scoopc/src/llvm/codegen/effect_lowered/value.rs,2690,atomicInt target type,P7-B3.3,atomic intrinsic contract verifier,atomic intrinsic arity target mutability width ordering and return contracts are verified before LLVM lowering
UMB-0290,B-26,InternalBugSentinel,crates/scoopc/src/llvm/codegen/effect_lowered/value.rs,2701,atomicInt target type,P7-B3.3,atomic intrinsic contract verifier,atomic intrinsic arity target mutability width ordering and return contracts are verified before LLVM lowering
UMB-0291,B-26,InternalBugSentinel,crates/scoopc/src/llvm/codegen/effect_lowered/value.rs,2712,atomicInt target place,P7-B3.3,atomic intrinsic contract verifier,atomic intrinsic arity target mutability width ordering and return contracts are verified before LLVM lowering
UMB-0292,B-26,InternalBugSentinel,crates/scoopc/src/llvm/codegen/effect_lowered/value.rs,2725,atomicRef target operand,P7-B3.3,atomic intrinsic contract verifier,atomic intrinsic arity target mutability width ordering and return contracts are verified before LLVM lowering
UMB-0293,B-26,InternalBugSentinel,crates/scoopc/src/llvm/codegen/effect_lowered/value.rs,2758,atomicRef operand,P7-B3.3,atomic intrinsic contract verifier,atomic intrinsic arity target mutability width ordering and return contracts are verified before LLVM lowering
UMB-0294,B-26,InternalBugSentinel,crates/scoopc/src/llvm/codegen/effect_lowered/value.rs,2764,atomicRef operand,P7-B3.3,atomic intrinsic contract verifier,atomic intrinsic arity target mutability width ordering and return contracts are verified before LLVM lowering
UMB-0295,B-26,InternalBugSentinel,crates/scoopc/src/llvm/codegen/effect_lowered/value.rs,2776,atomicRef target type,P7-B3.3,atomic intrinsic contract verifier,atomic intrinsic arity target mutability width ordering and return contracts are verified before LLVM lowering
UMB-0298,B-26,InternalBugSentinel,crates/scoopc/src/llvm/codegen/effect_lowered/value.rs,2837,atomicInt immutable extern global,P7-B3.3,atomic intrinsic contract verifier,atomic intrinsic arity target mutability width ordering and return contracts are verified before LLVM lowering
UMB-0299,B-26,InternalBugSentinel,crates/scoopc/src/llvm/codegen/effect_lowered/value.rs,2845,atomicInt extern global type,P7-B3.3,atomic intrinsic contract verifier,atomic intrinsic arity target mutability width ordering and return contracts are verified before LLVM lowering
